Fold,Epoch,Train Loss,Train R2,Train_Corr,Validation Loss,Validation R2,Validation_Corr
0,0,94855.69198296111,-95537.2265625,-0.002457864383743814,2415.12375853998,-2433.883056640625,-0.0029295735137349196
0,1,2515.594703086845,-2532.675048828125,-0.0038610698755399257,151.93977379123208,-152.23037719726562,0.023135472825541886
0,2,745.0629394776673,-749.4180908203125,-2.3936823492311145e-05,78.70390215890127,-78.46951293945312,0.014915081978441356
0,3,148.8599441639075,-148.93128967285156,-0.00948432594373684,66.50804998517519,-66.15451049804688,-0.030445741413798157
0,4,573.3589256986779,-576.484375,0.001136782776716121,16.646782948420597,-15.794050216674805,0.049737433617021105
0,5,98.01566366793959,-97.72079467773438,0.014637629644794311,141.20063491388854,-141.43194580078125,0.03885055280359651
0,6,37973.55961592584,-38245.80078125,-0.012112005593819794,1996.5773886244306,-2013.5362548828125,-0.0406216963559579
0,7,637.9592093938269,-641.5470581054688,0.01133651605445732,71.04083647322558,-70.71125793457031,-0.006787714657820491
0,8,158.35381764167468,-158.48696899414062,0.006330674513773846,44.28091630665397,-43.66987609863281,-0.010745039272562096
0,9,70.50382909344806,-70.00183868408203,0.006850539296380138,60.134989441165075,-59.673030853271484,-0.0013983717211940923
0,10,51.84811297973963,-51.218788146972656,-0.010621180676288908,13.692663343329178,-12.814398765563965,-0.03231144420076283
0,11,350.9043576084795,-352.4300842285156,0.0029088918302710397,6.856727218338352,-5.917696475982666,-0.031191993711349363
0,12,9.503964623728844,-8.571898460388184,0.02174468522736935,1.3229243961061061,-0.33468151092529297,0.0431978964631203
0,13,11882.785796117607,-11967.33984375,0.0022399861699908975,312.7215473333351,-314.7594299316406,0.028341988883190766
0,14,110.27836620409076,-110.07192993164062,-0.0002376685781942231,28.96892475792271,-28.250408172607422,0.016502242912827786
0,15,4.612249946340602,-3.6451687812805176,0.0116357132183359,24.737181258587704,-23.976682662963867,0.01850482238550243
0,16,4.8209021333171,-3.854830741882324,0.002227490636971806,42.47562074468203,-41.87612533569336,0.024131724675715924
0,17,18.424086219935916,-17.556434631347656,0.003986288330965301,133.06796518800712,-133.3658905029297,0.012653673058311504
0,18,28.992941285973263,-28.191566467285156,-0.00460166985314114,15.603507088263507,-14.744599342346191,-0.0644786314372389
0,19,21.776980926842253,-20.930803298950195,-0.007431522023923323,49.25579171624744,-48.72760772705078,0.016906551564165907
0,20,703.7240798212248,-706.8328857421875,0.004613230824605447,915664.9542004048,-923539.0,-0.1667751767119256
0,21,2656.123800638599,-2674.247314453125,-0.016019127867400524,9.431547747932465,-8.516545295715332,-0.014009689641956929
0,22,20.87083769591927,-20.0009822845459,-0.016806635135713247,83.30257140866175,-83.0257797241211,0.1398127577219071
1,0,110116.18060884022,-109032.4296875,-0.007008289760166478,4085.9508390233586,-4425.9814453125,0.03229690966823974
1,1,3194.554107457309,-3161.316162109375,0.0031003099119339956,319.13397040733923,-344.6434326171875,-0.0316038991696989
1,2,635.3779604635461,-628.11328125,0.00113005411985563,123.82242819847848,-133.21463012695312,-0.02323389766199259
1,3,11421.703220720681,-11308.3623046875,0.0014900818915421564,512.4953202158816,-554.52294921875,-0.02438584148307607
1,4,2408.424638075669,-2383.755126953125,-0.003020311787388525,573.2371293427008,-620.4401245117188,-0.0068490925639390675
1,5,658.8365515283297,-651.3667602539062,-0.00419411499384123,6.794255400234871,-6.364531517028809,-0.0553876954069616
1,6,234.53873676402833,-231.23419189453125,0.0001390471362673223,120.50723109071554,-129.52944946289062,-0.08931528942318483
1,7,88.47849140492133,-86.59748840332031,0.009943577925404786,43.30722398410442,-45.943359375,0.06927215137956415
1,8,16.687414319636613,-15.523488998413086,0.01131417223678967,3.514674459633074,-2.806962251663208,0.02007508253797623
1,9,7.717088529215456,-6.640787601470947,-0.009711716574224358,0.94767331793482,-0.027305126190185547,0.09959672024576541
1,10,10.129889954368394,-9.028741836547852,0.00014297807727338085,1.320938587430035,-0.43179941177368164,0.03288478411465063
1,11,839429.2931246178,-831184.875,0.014717528414630985,11159.270775675292,-12089.3662109375,0.030644422085747573
1,12,19396.572983576534,-19198.314453125,0.022072714175543073,5961.052514450753,-6456.599609375,0.06063673962311504
1,13,10092.731351440802,-9990.919921875,-0.002986072305829776,1953.5093587651427,-2114.960205078125,0.013569694706677597
1,14,5021.085113154356,-4968.99755859375,0.025790422942558632,1006.8540543776292,-1088.732177734375,0.04997865042817903
1,15,3292.403163766909,-3258.950927734375,0.003557563377923148,5507.4089780490895,-5965.45166015625,0.06347457165390664
1,16,2015.1782594137762,-1994.3155517578125,0.022621953179384417,250.76833874011328,-270.4366149902344,0.033208569331811426
1,17,1031.6732106889997,-1020.4886474609375,0.01394813365231897,143.08059213615138,-153.99327087402344,-0.006580564684449132
1,18,654.7850933577394,-647.326904296875,0.009042528300079272,113.31022994624459,-121.73714447021484,0.018469765417100797
1,19,330.7917104593526,-326.5240173339844,0.01787982207613229,147.20613308184542,-158.5016326904297,0.024976762604002462
2,0,85797.60178227603,-86399.125,-0.004910702246065973,3107.686573847103,-3137.91455078125,-0.008180534564647356
2,1,1993.7060122813618,-2006.5928955078125,0.00417757075177985,1258.143264801396,-1270.131591796875,0.004569844548333452
2,2,412.7344967422756,-414.63116455078125,0.02027065940477963,282.6873361726521,-284.6209411621094,0.0010129738404134332
2,3,135.49223768197777,-135.43576049804688,0.0027046188895084576,98.15089591022445,-98.09265899658203,0.0369510013000753
2,4,227.77598845095136,-228.37448120117188,0.006886654625420557,182.45904733487953,-183.34661865234375,0.027026040678262142
2,5,268.3427465574508,-269.2274475097656,0.005170132573855197,7.919935081651819,-6.996413707733154,0.011300404646537027
2,6,27.26954928564385,-26.455793380737305,0.016861343204779514,22.059838052703302,-21.27595329284668,-0.03274939384266078
2,7,81.01530220156504,-80.5833740234375,0.0008397675512240853,15.361041273182703,-14.517196655273438,-0.012382361298233214
2,8,13.87374072533248,-12.968337059020996,-0.0017528642216121343,24.320049698053584,-23.567201614379883,-0.019494974819528506
2,9,194199.21658943285,-195562.75,0.015111463051677982,210.22618962492538,-211.32806396484375,-0.02325138316767345
2,10,488.54977755561066,-490.9479064941406,-0.01732760313984635,197.69128180129326,-198.65106201171875,-0.02102303935677991
2,11,290.3322902155744,-291.3290710449219,-0.020934628681829562,33.51498638763119,-32.8472900390625,-0.023821071090863365
2,12,118.62547717968864,-118.43637084960938,-0.023425545765005582,86.38176833473237,-86.25334930419922,0.00919033416299908
2,13,69.84641018681975,-69.33638763427734,-0.00034575567383291335,35.42241128157025,-34.76731872558594,-0.016781264441335753
2,14,105.83004720534719,-105.56194305419922,-0.01055405757082551,17.803693533908984,-16.97357940673828,0.019851980033703837
2,15,173.59584913856474,-173.72879028320312,-0.012259850453474294,352.0346150880883,-354.3831787109375,0.015266223162959313
3,0,51976.81408957314,-52969.9140625,0.006202602026758662,1319.4473294400975,-1270.868896484375,0.025989788214433204
3,1,829.4860756824806,-844.3460693359375,0.02293056824911626,193.11520727250257,-185.2214813232422,-0.017208373030246697
3,2,2482.966375464002,-2529.45458984375,-0.003991271122182442,73.07727617387347,-69.46796417236328,0.01566547297424864
3,3,36131.07315846514,-36821.30078125,-0.011392388706760391,814.1766889471756,-784.1030883789062,-0.0008350636056272458
3,4,204.2739732695447,-207.1808319091797,-0.011774455952164966,160.67918254561752,-153.94796752929688,-0.0020072087742274377
3,5,3869.4536025495604,-3942.446044921875,0.02269835642749008,2135.070732085811,-2055.9501953125,-0.032307052617724034
3,6,324.04200861917803,-329.24151611328125,0.007473761940487219,23.993165952473998,-22.120264053344727,0.013070826879489508
3,7,11.58722127477328,-10.80886459350586,0.002961419060566082,5.229547915912351,-4.042386054992676,-0.009759006156919848
3,8,7.902498931590969,-7.053666114807129,-0.013989014491361466,8.878118198410219,-7.55405330657959,0.036156711304484404
3,9,11.181835758815904,-10.394917488098145,-0.002197194285605737,6.155785339563964,-4.93318510055542,-0.055161423178219926
3,10,11.87818270529174,-11.104912757873535,0.024282531478828438,6.961078612910591,-5.707862377166748,0.013156272915269395
3,11,149497.71372294734,-152356.765625,-0.010064089747548991,482.64935067983777,-463.9346618652344,0.009553635670200665
3,12,1351.751364138834,-1376.5523681640625,0.005084994746011079,194.88830898454796,-186.75978088378906,0.010335211907258005
3,13,433.90482598742454,-441.18060302734375,0.01443087933436599,47.80746045286356,-45.04875183105469,-0.00829308899760026
3,14,173.90809677437085,-176.22412109375,0.014532157075497106,111.244033350153,-106.15519714355469,-0.0013182038125701923
3,15,75.0343648093812,-75.46392059326172,0.030233661187947722,3.1264507727101747,-2.013061046600342,0.019214477989164806
3,16,52.80608359631434,-52.814456939697266,0.007749945564906102,2.320902194390413,-1.234872817993164,0.07463098697436217
3,17,78.77666350065333,-79.28363037109375,0.0009840068960640957,2.99865185490504,-1.887014389038086,-0.028107222171582402
