Fold,Epoch,Train Loss,Train R2,Train_Corr,Validation Loss,Validation R2,Validation_Corr
0,0,1467.6925157259059,-1477.236083984375,-0.004799721264319034,143.66458449576066,-143.98973083496094,0.012566294288659172
0,1,118.7464567791244,-118.59284973144531,-0.002515041312277845,81.78488934860539,-81.57575988769531,0.02625645115776119
0,2,61.8774175320232,-61.31597137451172,-0.006053493459498749,49.68076937401343,-49.1390495300293,0.05505621329348416
0,3,34.20465247222838,-33.447017669677734,0.021984891047918145,20.520025499436535,-19.708303451538086,0.038750841716158245
0,4,22.208644687344357,-21.366382598876953,0.012411724694644403,11.89491316326234,-11.003640174865723,0.03588248868263326
0,5,13.058449566907795,-12.15072250366211,0.029829621704856406,7.984712620495785,-7.056804656982422,0.049016342483663156
0,6,6.936263513299349,-5.985742092132568,0.03915886326191624,5.391491410220683,-4.4392218589782715,0.05621852566601669
0,7,5.065924706430058,-4.101859092712402,0.05530261405472665,4.133175678098732,-3.1710891723632812,0.05758437201058787
0,8,4.302949918952998,-3.333496570587158,0.06877463109466109,2.788170974988204,-1.812263011932373,0.054719036190447524
0,9,2.972446382377889,-1.9938011169433594,0.07023192723690397,2.2583503670055376,-1.278862714767456,0.06369498655948873
0,10,8.586687547895442,-7.648463249206543,0.02337032308443713,1.6854953783967717,-0.6997475624084473,0.059144226209993614
0,11,1.9988963103644632,-1.0130665302276611,0.07206023051117784,1.6633691189260136,-0.6778973340988159,0.1006521280689829
0,12,2.5002175828002264,-1.518078088760376,0.05211711603242507,1.1800807524427228,-0.19071948528289795,0.08101495143203108
0,13,1.5963203117719416,-0.6077427864074707,0.07259593422521375,1.0299795362268864,-0.03922474384307861,0.1343596679682578
0,14,1.3676660951102395,-0.37742114067077637,0.09003964859392387,0.9995823061538611,-0.008673667907714844,0.14689215941404812
0,15,1.2979851009695966,-0.3071558475494385,0.10894909185562762,1.3296568866080118,-0.3413904905319214,0.1363333334254024
0,16,1.14658353181052,-0.15478909015655518,0.10611054902177942,1.1854375471711642,-0.19616174697875977,0.19492876610539617
0,17,1.2071170222765286,-0.2156970500946045,0.10419379655728754,1.1574254619327151,-0.16791963577270508,0.17351862158163664
0,18,1.4087582797400857,-0.418867826461792,0.0675252220739562,0.9738636258461697,0.017462432384490967,0.2082961363383973
0,19,1.0205716360152794,-0.027824044227600098,0.16132296630548937,0.9739984636485335,0.017502784729003906,0.21629927158602658
0,20,1.2819318595401785,-0.2911224365234375,0.09389949652423565,1.0449587149538009,-0.05366981029510498,0.2113622082927562
0,21,1.0235265768770025,-0.03087437152862549,0.17013930905662333,0.9726083328728734,0.019129633903503418,0.24103544709038335
0,22,1.0143518178009456,-0.021502017974853516,0.1815018422883764,0.9396998947750219,0.052419185638427734,0.2520340328874528
0,23,0.9184966794051902,0.07495254278182983,0.27968475704691886,1.0984429963204543,-0.10815370082855225,0.21811649361362914
